TWIN_ID,score_socialdesirability,score_conscientiousness,score_anxiety,score_HI,score_VI,score_HC,score_VC,score_finliteracy,score_numeracy,score_deductive_certainty,score_forwardflow,score_discount,score_presentbias,score_riskaversion,score_lossaversion,score_trustgame_sender,score_trustgame_receiver
32,3,8,59,4.0,1.0,2.5,3.0,4,3,4,0.7280331721288362,0.0,0.5,0.6111111111111112,no switch,0.0,0.0
33,0,8,10,5.0,3.5,3.5,3.5,5,5,4,0.8486899094627506,350.00192409326706,0.13055555555555554,0.3277777777777778,no switch,40.0,45.0
34,3,8,9,4.25,4.75,3.25,4.0,4,6,4,0.8316632884455705,0.0,0.13055555555555554,0.2333333333333333,no switch,0.0,0.0
35,7,8,4,2.25,1.5,4.5,4.75,5,6,4,0.6770381138470839,0.0,0.0,0.0,0.5460764865850027,40.0,55.0
36,13,8,0,5.0,2.5,5.0,3.5,6,5,4,0.8080035329197377,0.0,0.0,-0.43333333333333335,no switch,100.0,67.0
37,9,4,14,4.0,1.25,3.25,3.5,6,7,4,0.8706504548132487,22.469387833789707,0.11388888888888887,0.3277777777777778,0.3244460592562617,60.0,36.0
38,7,8,0,4.0,4.0,4.0,4.0,5,6,2,0.7692085340748668,1035.5284881787063,0.375,no switch,no switch,0.0,0.0
39,9,6,5,3.5,3.0,5.0,4.25,4,4,4,0.811130262109745,350.00192409326706,0.03472222222222222,0.0,0.8876099747089672,60.0,58.0
40,5,7,24,3.0,2.0,3.75,4.0,5,2,4,0.7936550193257973,0.0,0.16666666666666666,0.005555555555555564,no switch,0.0,22.0
41,0,8,14,3.75,3.5,4.25,4.0,4,7,4,0.8459806045257056,no switch,no switch,no switch,no switch,40.0,44.0
42,8,8,0,4.75,2.25,4.0,4.0,7,8,4,0.8342909117198576,0.0,0.0,0.18888888888888888,0.614833339792824,60.0,31.0
43,7,4,0,3.25,3.5,4.0,3.5,6,2,2,0.733658353776377,398.0649639559679,0.03888888888888888,0.3611111111111111,no switch,40.0,20.0
44,10,8,6,4.75,1.0,4.75,3.0,6,5,3,0.8234692283419098,0.0,0.5,0.5555555555555555,no switch,100.0,36.0
45,12,8,1,3.75,3.5,4.25,4.0,6,7,4,0.6577354641657119,0.9315923415345702,0.04027777777777777,0.022222222222222216,1.2662608776815762,20.0,25.0
46,3,0,0,4.75,2.75,1.5,1.5,5,8,4,0.7994250492885346,4.4290965517728935,-0.032638888888888884,0.5555555555555555,no switch,0.0,0.0
47,6,7,8,3.75,3.0,3.0,2.75,6,8,3,0.8387404614248096,478216134.9835804,0.0375,0.022222222222222227,no switch,40.0,26.0
48,8,8,0,5.0,3.5,4.5,4.5,5,7,4,0.7302672713555771,109.95741500707037,0.09722222222222221,0.05000000000000001,no switch,20.0,52.0
49,8,8,8,4.5,1.5,4.0,4.5,5,8,4,0.80989160356962,800.3097404595413,0.2111111111111111,0.0,no switch,40.0,42.0
50,8,8,6,4.5,2.5,3.25,3.0,5,5,4,0.7815149647031331,0.0,0.0,0.6111111111111112,no switch,0.0,33.0
51,10,6,19,4.25,3.75,4.75,4.5,5,7,4,0.8270169387032753,1054306.757844989,-0.06041666666666667,0.16666666666666666,0.8594045729305367,40.0,38.0
52,4,8,4,4.0,1.5,4.0,2.0,7,8,4,0.8256126187738474,800.3097404595413,-0.15,0.016666666666666666,1.4319669686588992,100.0,45.0
53,0,5,3,4.75,2.0,3.0,2.75,6,7,4,0.8340368233949125,4717.878902760957,0.0,0.4277777777777778,no switch,40.0,45.0
54,3,4,9,4.5,3.75,3.5,4.75,6,4,4,0.8466368097683814,2251799847239679.0,-0.3875,-0.15000000000000002,no switch,20.0,32.0
55,9,8,2,4.75,2.25,4.75,4.75,6,6,4,0.7812416578060436,0.0,0.03333333333333333,0.1722222222222222,no switch,40.0,36.0
56,5,5,6,4.75,4.0,4.5,4.75,3,3,4,0.7828185414652257,0.0,0.0,0.0,no switch,20.0,46.0
57,11,8,0,4.75,1.5,5.0,5.0,4,3,4,0.8232642899859403,11.088654034483389,0.24027777777777778,no switch,no switch,40.0,38.0
58,6,8,1,4.75,2.5,3.5,3.5,6,7,3,0.8048019052750739,6.315711348672657,-0.02847222222222222,0.24444444444444446,no switch,40.0,45.0
59,8,8,2,4.25,3.75,4.25,4.0,6,6,4,0.8057631911712296,4.825761367031629,0.048611111111111105,-0.43333333333333335,no switch,40.0,33.0
60,9,7,4,5.0,1.25,5.0,5.0,4,4,4,0.8441211383940449,4381.927524364243,0.020833333333333332,-0.17777777777777778,no switch,40.0,45.0
61,8,8,1,4.25,3.0,4.5,5.0,6,4,4,0.8290689697057328,4823.010556400996,0.09999999999999999,0.16666666666666666,no switch,60.0,59.0
62,6,8,24,5.0,2.25,4.0,3.75,6,2,4,0.7729661060989951,59.87543536205695,0.15486111111111112,0.3333333333333333,no switch,40.0,33.0
63,5,7,19,5.0,2.0,4.0,4.25,5,3,3,0.7792609813349652,0.0,0.008333333333333333,0.2777777777777778,no switch,20.0,40.0
64,8,7,6,3.75,3.0,3.75,4.5,2,6,2,0.8030250769007382,4717.878902760957,0.1486111111111111,0.6111111111111112,no switch,40.0,47.0
65,1,5,19,5.0,2.0,4.5,3.5,6,5,4,0.871157653504418,0.0,0.34722222222222215,0.21666666666666667,no switch,100.0,36.0
66,4,8,1,3.0,2.5,4.25,4.5,6,5,4,0.8324733816967274,1046448.5942936015,-0.024999999999999998,0.24444444444444444,no switch,40.0,55.0
67,0,8,3,5.0,2.75,3.75,2.75,4,8,4,0.8325896820343528,no switch,no switch,no switch,no switch,40.0,36.0
68,0,2,41,3.0,4.75,4.0,4.75,3,1,4,0.9005186830942111,no switch,no switch,no switch,no switch,40.0,36.0
69,6,5,31,3.5,3.75,4.0,4.0,5,4,3,0.8500703175358958,12.871049504701228,-0.01875,0.20555555555555552,1.1785330472149764,20.0,19.0
70,0,8,7,3.75,2.75,3.75,3.75,3,4,2,0.8289086756458579,no switch,no switch,no switch,no switch,20.0,30.0
71,11,7,1,4.0,1.75,4.25,4.0,7,5,4,0.7632511081993294,3.601038515027446,0.03819444444444444,0.2611111111111111,0.24170926159244435,100.0,55.0
72,3,7,2,3.25,3.75,4.0,4.0,6,7,4,0.8509084971074605,16750.143885602567,0.09583333333333333,-0.027777777777777776,1.1932940268453456,0.0,0.0
73,3,8,2,4.5,3.5,3.25,3.25,6,8,4,0.8653657830105401,4374.1066855755535,-0.06666666666666667,-0.03333333333333333,1.0231540847318463,0.0,0.0
74,7,8,11,3.75,2.75,3.5,3.5,6,6,4,0.8314822185257934,0.0,0.13055555555555554,0.6111111111111112,no switch,100.0,52.0
75,7,8,2,4.5,3.25,4.0,4.25,6,2,3,0.779258495694546,0.0,0.0,-0.4,no switch,40.0,65.0
76,9,1,3,4.0,2.0,2.0,2.25,3,2,2,0.680168114407007,248.01046840699436,0.178125,0.6111111111111112,no switch,40.0,42.0
77,3,0,15,5.0,1.5,3.0,3.25,3,5,4,0.8186647950829521,4428.085637298981,0.010416666666666666,0.0,no switch,20.0,36.0
78,7,8,8,3.75,3.0,4.25,4.25,6,8,4,0.7843118645152892,345.4866409035315,-0.049999999999999996,-0.011111111111111108,2.2000986450050557,100.0,29.0
79,5,7,13,4.75,2.75,3.75,3.0,4,5,4,0.8717912653329758,0.0,0.0,-0.37222222222222223,no switch,60.0,60.0
80,5,8,2,5.0,5.0,3.5,4.0,6,7,4,0.8136313388353675,0.0,0.0,-0.016666666666666666,1.0920204981756645,0.0,33.0
81,5,5,2,4.25,2.75,2.5,2.75,6,7,4,0.8680621254750437,0.0,0.0,0.011111111111111108,0.8769916274216562,40.0,35.0
82,7,7,15,3.25,1.5,4.25,4.25,2,3,4,0.8359439021941035,4.4290965517728935,0.05972222222222221,-0.2722222222222222,no switch,40.0,33.0
83,10,8,7,5.0,3.25,4.0,4.25,6,7,4,0.7325619905168105,4.825761367031629,-0.016666666666666666,-0.1111111111111111,1.1435767577227596,100.0,33.0
84,3,8,12,5.0,3.25,4.25,2.75,5,8,4,0.8625840609937518,-0.333223269233891,0.05555555555555555,0.2722222222222222,no switch,100.0,100.0
85,8,8,3,5.0,4.0,4.0,4.25,6,7,4,0.8090233938905556,0.0,0.0,0.09999999999999999,no switch,100.0,46.0
86,1,8,16,4.75,4.0,2.75,4.75,5,5,4,0.6770165137669872,479262535.68222666,0.14722222222222223,-0.08333333333333333,no switch,100.0,45.0
87,12,8,0,4.5,2.0,5.0,5.0,7,4,4,0.7734572757173257,0.0,0.008333333333333333,-0.0111111111111111,no switch,60.0,54.0
88,5,6,34,4.0,3.75,3.75,3.75,6,8,4,0.7666885990109625,-0.9978118916031595,0.25,0.22777777777777777,no switch,60.0,50.0
89,8,8,10,4.75,3.0,3.5,3.75,6,3,4,0.817644173751302,195413.53807076762,-0.03333333333333333,-0.1111111111111111,no switch,40.0,48.0
90,5,5,9,4.0,2.25,4.0,3.0,6,6,4,0.882245407038816,0.0,0.0,0.06666666666666667,0.9705095293688435,40.0,45.0
91,6,8,1,4.0,2.75,3.75,4.0,6,4,4,0.8036666133077314,22390283.88728654,-0.07638888888888888,0.016666666666666663,no switch,100.0,46.0
92,1,4,6,5.0,3.0,3.0,4.25,4,2,4,0.8093757026854878,0.0,0.3361111111111111,0.011111111111111108,0.9160046386840262,20.0,15.0
93,5,8,3,5.0,3.5,4.0,3.5,6,8,4,0.8234224495188072,0.3104781772960677,0.0,-0.061111111111111116,1.3501209091277144,100.0,33.0
94,11,8,0,4.0,3.0,4.0,3.75,6,5,4,0.8118660588340046,4533.21729093902,0.11041666666666666,0.1722222222222222,no switch,40.0,29.0
95,4,6,11,2.0,2.0,2.5,4.0,5,1,3,0.8037195156965948,1501199877031962.8,0.041666666666666664,0.5777777777777778,no switch,20.0,38.0
96,8,8,8,4.75,2.0,3.5,5.0,6,8,4,0.8350239959523187,1501200354006399.8,-0.05277777777777778,-0.16111111111111112,no switch,60.0,52.0
97,10,2,24,2.25,3.75,3.25,3.0,5,4,4,0.8141997797026488,4717.878902760957,-0.013888888888888888,-0.06666666666666667,no switch,100.0,80.0
98,4,8,5,3.5,3.0,4.0,3.25,6,5,4,0.7876881345374699,0.0,0.016666666666666666,0.1388888888888889,no switch,60.0,55.0
99,11,8,0,4.25,3.5,3.75,3.25,7,7,4,0.8073410203347346,0.0,0.0,0.24444444444444446,0.6687439252029594,0.0,55.0
100,5,7,3,4.0,1.75,3.75,2.25,6,8,4,0.8123264186706791,4735.5225292277155,0.049999999999999996,0.06666666666666667,0.7221524042906404,60.0,33.0
101,4,6,1,3.25,2.5,3.75,3.0,4,7,4,0.7154748319484527,23420377.26261364,0.19444444444444442,0.20000000000000004,no switch,60.0,55.0
102,8,8,8,4.5,3.25,4.25,5.0,4,4,3,0.862049698950227,0.9315923415345702,0.2222222222222222,0.27777777777777773,no switch,40.0,42.0
103,12,8,0,5.0,3.75,5.0,4.75,6,8,4,0.7783283725900599,510.51647499756496,0.36041666666666666,0.6111111111111112,0.2684888601223636,40.0,33.0
104,10,8,4,4.5,2.25,4.25,3.25,5,4,4,0.8394219694159485,4717.878902760957,-0.09305555555555556,0.15,no switch,60.0,69.0
105,7,8,7,5.0,2.25,3.5,4.75,6,8,4,0.8278912264824413,0.0,0.0,0.3111111111111111,2.815885770942228,100.0,27.0
106,6,8,0,5.0,1.75,3.5,2.5,6,6,4,0.8681232272017866,4.825761367031629,-0.03333333333333333,-0.06666666666666667,no switch,40.0,45.0
107,4,8,3,4.75,3.75,2.25,3.75,7,8,4,0.8615786980430307,5.050210716011396,0.23958333333333334,0.18333333333333335,0.4323739130948912,0.0,31.0
108,4,7,9,4.5,2.25,4.25,4.0,6,7,4,0.7679815114075422,0.0,0.0,-0.04444444444444443,0.9063883015124318,40.0,42.0
109,1,8,3,3.0,3.0,3.75,5.0,6,7,4,0.8721898072085018,0.3104781772960677,0.024305555555555552,-0.06666666666666667,2.3747157107264787,40.0,43.0
110,9,8,34,3.75,3.25,4.25,4.5,6,8,4,0.8250073392484242,0.0,0.5,-0.04444444444444443,no switch,40.0,33.0
111,2,4,19,3.75,3.75,4.0,4.0,2,1,4,0.8488872590424131,1501200376375910.8,0.013888888888888886,0.6111111111111112,no switch,60.0,63.0
112,9,8,0,5.0,3.25,4.75,5.0,5,3,1,0.7568264182137517,0.0,0.0,0.0,no switch,40.0,46.0
113,3,4,3,5.0,5.0,4.25,3.75,7,7,4,0.9093608856831663,0.0,0.0,0.11666666666666665,1.9478192869696074,100.0,55.0
114,8,7,3,2.75,2.5,5.0,3.5,6,4,4,0.8409501740839938,2.197092974195832,0.056944444444444436,-0.05,1.00212308228762,100.0,100.0
115,13,8,1,4.75,2.75,4.5,4.75,4,4,4,0.7171327142100711,-0.333223269233891,0.05555555555555555,0.5055555555555555,no switch,20.0,42.0
116,6,4,16,4.75,4.5,4.5,4.5,5,0,2,0.8105788550124353,1501200354201699.0,-0.17500000000000002,0.0222222222222222,no switch,80.0,37.0
117,10,5,2,1.25,1.5,1.25,1.25,6,8,3,0.8460446852745551,0.0,0.0,0.17222222222222225,no switch,0.0,0.0
118,11,6,2,2.0,1.0,3.75,3.75,6,6,4,0.8333348480779508,86.7339030017366,0.016666666666666666,0.4166666666666667,no switch,60.0,55.0
119,5,8,13,4.5,2.25,4.25,4.25,6,8,4,0.7977689224814899,0.0,0.016666666666666666,0.5277777777777778,0.16713512535686958,60.0,35.0
120,4,8,6,4.0,2.25,4.25,4.5,5,7,4,0.7583531551711037,1050761.088375005,-0.08333333333333333,0.2333333333333333,1.63179268913312,20.0,33.0
121,9,8,1,4.25,2.25,3.0,4.25,6,6,4,0.8498745669446649,0.0,0.0,-0.24444444444444446,no switch,20.0,37.0
122,9,8,4,5.0,2.0,4.5,5.0,3,8,4,0.8035384477699024,380.4213374892099,-0.07569444444444444,0.5,no switch,0.0,41.0
123,6,7,4,5.0,4.0,4.5,4.25,5,6,2,0.8186462804758904,-0.333223269233891,0.05555555555555555,0.13333333333333333,0.9658348273734906,0.0,34.0
124,5,8,0,4.25,2.75,4.25,3.0,5,8,4,0.8194495496446841,22369622.07072227,0.37847222222222215,-0.011111111111111108,no switch,40.0,67.0
125,4,8,0,4.0,3.5,4.5,5.0,6,5,4,0.7832285582763516,1046393.2113963371,0.04027777777777778,-0.17777777777777778,no switch,40.0,27.0
126,9,8,1,5.0,4.0,4.5,3.5,7,7,1,0.7413209816707269,0.0,0.0375,0.07222222222222223,no switch,40.0,45.0
127,0,5,13,4.75,4.0,4.0,3.5,5,8,4,0.8864385676870166,1.7144237181276818,0.036111111111111115,-0.044444444444444446,1.7961703490006327,100.0,39.0
128,9,8,0,4.5,1.75,4.5,5.0,3,3,3,0.8281912642261695,346.10775506777003,0.04513888888888889,-0.05,0.8674116776978056,60.0,47.0
129,0,7,6,5.0,1.5,3.25,2.75,7,6,4,0.8277552702713118,0.0,0.0,0.6111111111111112,0.7270134564022138,40.0,45.0
130,9,8,3,4.5,2.5,4.25,4.75,5,5,4,0.8354412301090575,108.27169849399174,-0.07569444444444444,0.3111111111111111,0.3573517152838489,100.0,45.0
131,12,8,1,5.0,4.75,4.5,5.0,6,6,4,0.7811804438982237,1501199875790532.8,0.24166666666666667,0.2722222222222222,1.2093645420291563,0.0,40.0
132,3,2,4,4.75,3.0,1.5,3.0,3,4,4,0.8535716244465711,-0.333223269233891,0.05555555555555555,0.16666666666666666,no switch,0.0,0.0
133,13,8,0,4.5,1.75,3.75,4.0,7,6,4,0.8535438839935304,0.0,0.0,0.06666666666666667,0.8982283219962782,20.0,36.0
134,6,7,9,4.0,2.0,3.5,2.25,5,7,4,0.8203446249947544,0.9315923415345702,0.016666666666666666,0.0,no switch,0.0,0.0
135,1,5,7,4.25,2.0,4.0,2.25,7,8,4,0.8242889065292878,0.3104781772960677,0.032638888888888884,0.03333333333333333,0.8879564904323827,100.0,28.0
136,5,8,8,4.25,3.25,3.75,4.0,7,7,4,0.7787732732342465,0.0,0.0,0.5555555555555555,no switch,100.0,55.0
137,8,8,1,3.75,1.25,4.75,4.5,6,7,4,0.83007768981814,-0.33260396386771984,0.041666666666666664,0.41111111111111115,no switch,100.0,36.0
138,8,8,1,4.25,2.25,3.75,2.5,3,3,4,0.7226818913528781,0.0,0.0,-0.05555555555555555,no switch,40.0,46.0
139,9,6,16,5.0,4.5,4.0,4.5,3,2,4,0.835101966582423,4735.5225292277155,0.3527777777777777,-0.06666666666666667,no switch,100.0,67.0
140,11,8,5,2.5,2.5,4.75,4.75,5,8,4,0.7720771240715987,4368.808571009225,0.04305555555555556,-0.061111111111111116,no switch,40.0,45.0
141,0,6,8,3.5,3.75,4.5,4.5,4,5,4,0.8070604166019892,no switch,no switch,no switch,no switch,100.0,45.0
142,8,7,26,4.5,2.25,3.25,4.25,2,5,1,0.8755816711420016,1050761.088375005,-0.008333333333333331,0.038888888888888896,0.8462525761686083,40.0,45.0
143,13,7,2,4.5,2.5,2.75,3.75,4,0,4,0.7483788989861664,11.939457163166658,-0.03472222222222222,0.4444444444444445,no switch,60.0,55.0
144,6,8,7,4.5,1.5,3.75,4.5,5,6,4,0.7995715803358617,0.0,0.11180555555555555,0.3,0.5460764865850027,40.0,42.0
145,0,8,1,3.5,2.0,4.5,4.5,1,3,4,0.8340074191747898,no switch,no switch,no switch,no switch,60.0,45.0
146,5,7,7,2.5,2.25,4.0,4.0,5,6,3,0.8829237859188681,0.0,0.0,0.11666666666666665,no switch,40.0,45.0
147,8,8,3,4.0,4.0,4.25,5.0,6,7,4,0.7231643878221119,0.3104781772960677,0.13194444444444445,0.3444444444444444,0.7256024528912426,0.0,0.0
148,3,6,6,4.5,3.5,3.5,4.0,6,7,4,0.7999555786170414,0.0,0.0,0.24444444444444446,0.5417582164771769,40.0,31.0
149,8,8,5,4.25,3.5,4.25,4.0,5,5,4,0.8489535599305853,4367.87697866769,0.024999999999999998,-0.18888888888888888,no switch,0.0,52.0
150,5,8,0,4.5,2.5,3.75,3.0,6,8,4,0.7723319884078834,0.0,0.0,0.4222222222222222,no switch,100.0,46.0
151,10,8,0,4.25,3.5,4.25,4.0,5,6,4,0.8003078800625686,352.71659692691225,0.013888888888888888,0.08333333333333333,no switch,40.0,45.0
152,9,8,6,3.75,1.5,3.5,3.75,6,5,4,0.8056501054447255,0.0,0.0,-0.17777777777777778,no switch,40.0,45.0
153,0,8,6,4.5,3.5,4.5,4.75,5,5,4,0.8199993629768109,0.0,0.08888888888888889,-0.1111111111111111,1.0047233035906424,20.0,45.0
154,9,8,0,4.0,3.0,4.5,4.5,5,7,4,0.8692530506047345,4.825761367031629,0.09722222222222221,0.32222222222222224,no switch,60.0,55.0
155,3,8,11,4.25,3.0,5.0,4.25,5,6,4,0.8788304464045023,0.0,0.0,0.5222222222222223,no switch,40.0,36.0
156,6,2,14,3.75,2.5,3.25,2.75,5,7,4,0.815329418729864,350.00192409326706,0.425,0.0,0.8769916274216562,40.0,55.0
157,9,8,6,5.0,2.25,4.0,1.75,7,5,4,0.9045734105801907,4.825761367031629,0.20972222222222223,-0.04444444444444443,0.8769916274216562,20.0,28.0
158,3,7,5,4.5,3.5,3.5,4.5,6,3,4,0.8468457100702246,13735953986.72906,0.08333333333333333,0.39444444444444443,no switch,0.0,30.0
159,8,8,11,5.0,3.75,3.25,2.5,6,4,1,0.8322488557601394,2.335537882366184,0.027083333333333334,0.6111111111111112,no switch,40.0,36.0
160,2,8,3,5.0,3.25,4.25,3.5,6,5,4,0.7564030690832688,0.0,0.0,0.6111111111111112,no switch,60.0,45.0
161,11,8,3,3.25,2.75,4.5,4.25,5,8,2,0.7965943186533435,0.0,0.0,-0.011111111111111113,1.1947669152722056,40.0,33.0
162,13,8,4,5.0,3.25,5.0,4.75,3,6,4,0.8958525358134444,695.1780868195025,0.013888888888888888,0.07222222222222223,no switch,40.0,40.0
163,5,7,8,5.0,3.0,5.0,4.5,6,5,4,0.8857288399107702,0.0,0.0,-0.35555555555555557,no switch,20.0,15.0
164,10,7,10,3.75,2.25,3.25,3.5,6,6,3,0.8409157938875693,0.0,0.0,0.0,no switch,40.0,45.0
165,11,8,2,5.0,3.0,4.5,4.75,3,8,3,0.6878255154585092,4823.010556400996,0.10972222222222222,0.26111111111111107,no switch,20.0,19.0
166,2,8,9,5.0,3.75,3.0,5.0,5,8,4,0.8220232426332643,0.0,0.0,0.3666666666666667,no switch,0.0,0.0
167,7,8,0,4.0,4.25,5.0,4.75,5,8,4,0.7901728056301375,0.0,0.0,0.35555555555555557,no switch,60.0,45.0
168,7,1,12,3.25,2.75,2.25,3.25,5,6,3,0.8766523774420273,1501200376375910.8,-0.1486111111111111,0.6111111111111112,no switch,100.0,42.0
169,7,8,0,4.75,1.25,4.0,3.25,6,7,4,0.738957515482348,5.050210716011396,0.027083333333333334,-0.05555555555555555,0.8769916274216562,100.0,43.0
170,8,8,11,4.75,3.75,3.75,4.75,5,6,3,0.7499792238481764,0.9315923415345702,0.14722222222222223,-0.03333333333333333,1.1480798474674145,60.0,46.0
171,3,5,0,3.75,3.5,3.0,2.75,6,7,4,0.5838155963760528,0.0,0.0,-0.26666666666666666,no switch,60.0,55.0
172,10,7,0,5.0,1.25,3.5,3.5,7,8,4,0.8856559720065645,352.71659692691225,-0.05555555555555555,0.027777777777777776,1.1688321671187893,100.0,57.0
173,3,6,12,5.0,1.25,4.75,4.5,5,3,4,0.863638599329719,1.7144237181276818,0.11180555555555555,0.24444444444444446,0.6600200395558453,40.0,35.0
174,0,8,2,5.0,4.25,4.25,4.75,4,7,4,0.8220069358958613,4717.878902760957,-0.009722222222222215,0.2888888888888889,no switch,20.0,46.0
175,8,8,11,4.5,3.25,3.0,2.75,5,5,4,0.8021208172975457,14.13655013736249,0.07708333333333334,-0.08888888888888889,no switch,60.0,45.0
176,10,3,1,5.0,3.25,4.0,3.5,6,7,4,0.8262685765802198,4.825761367031629,-0.024999999999999998,no switch,no switch,100.0,90.0
177,4,8,19,4.5,2.25,3.75,3.5,7,3,4,0.8198212373116496,16299.836069236293,0.4041666666666666,0.3055555555555556,no switch,60.0,93.0
178,7,8,17,4.75,2.75,3.0,4.25,5,4,2,0.8411304227773001,4717.878902760957,0.005555555555555559,-0.04444444444444443,no switch,100.0,48.0
179,4,8,5,4.25,1.5,4.5,3.75,4,6,4,0.8300588210817709,4.825761367031629,0.03333333333333333,0.2555555555555556,1.0430426119967677,40.0,45.0
180,11,8,0,5.0,3.5,5.0,4.75,2,3,4,0.8240975928706173,0.0,0.0,0.0,no switch,60.0,53.0
181,9,7,1,3.75,1.5,3.75,4.0,7,8,4,0.8498249977701297,0.0,0.0,0.4444444444444444,0.25022329836734875,40.0,45.0
182,4,8,6,5.0,4.0,3.75,4.5,7,8,4,0.727401327851826,4.825761367031629,0.09722222222222221,0.18888888888888888,0.6751776304638043,60.0,54.0
183,0,8,11,4.25,1.75,4.25,1.75,6,8,4,0.8096392683547157,41.84129069966009,0.008333333333333333,0.24444444444444446,0.7236007512411007,40.0,28.0
